Date,Open,High,Low,Close,Volume
2024-05-10,184.9,185.09,182.13,183.05,"50,76M"
2024-05-13,185.43,187.1,184.62,186.28,"72,04M"
2024-05-14,187.51,188.3,186.29,187.43,"52,39M"
2024-05-15,187.91,190.65,187.37,189.72,"70,40M"
2024-05-16,190.47,191.1,189.66,189.84,"52,85M"
2024-05-17,189.51,190.81,189.18,189.87,"41,28M"
2024-05-20,189.32,191.92,189.01,191.04,"44,36M"
2024-05-21,191.09,192.73,190.92,192.35,"42,31M"
2024-05-22,192.26,192.82,190.27,190.9,"34,65M"
2024-05-23,190.98,191,186.63,186.88,"51,01M"
2024-05-24,188.82,190.58,188.04,189.98,"36,33M"
2024-05-28,191.51,193,189.1,189.99,"52,28M"
2024-05-29,189.61,192.25,189.51,190.29,"53,07M"
2024-05-30,190.76,192.18,190.63,191.29,"49,95M"
2024-05-31,191.44,192.57,189.91,192.25,"75,16M"
2024-06-03,192.9,194.99,192.52,194.03,"50,08M"
2024-06-04,194.63,195.32,193.03,194.35,"47,47M"
2024-06-05,195.4,196.9,194.87,195.87,"54,16M"
2024-06-06,195.68,196.5,194.17,194.48,"41,18M"
2024-06-07,194.65,196.94,194.14,196.89,"53,10M"
2024-06-10,196.9,197.3,192.15,193.12,"97,26M"
2024-06-11,193.65,207.16,193.63,207.15,"172,37M"
2024-06-12,207.37,220.2,206.9,213.07,"198,13M"
2024-06-13,214.74,216.75,211.6,214.24,"97,86M"
2024-06-14,213.85,215.17,211.3,212.49,"70,12M"
2024-06-17,213.37,218.95,212.72,216.67,"93,73M"
2024-06-18,217.59,218.63,213,214.29,"79,94M"
2024-06-20,213.93,214.24,208.85,209.68,"86,17M"
2024-06-21,210.39,211.89,207.11,207.49,"246,42M"
2024-06-24,207.72,212.7,206.59,208.14,"80,73M"
2024-06-25,209.15,211.38,208.61,209.07,"56,71M"
2024-06-26,211.5,214.86,210.64,213.25,"66,21M"
2024-06-27,214.69,215.74,212.35,214.1,"49,77M"
2024-06-28,215.77,216.07,210.3,210.62,"82,54M"
2024-07-01,212.09,217.51,211.92,216.75,"60,40M"
2024-07-02,216.15,220.38,215.1,220.27,"58,05M"
2024-07-03,220,221.55,219.03,221.55,"37,37M"
2024-07-05,221.65,226.45,221.65,226.34,"60,41M"
2024-07-08,227.09,227.85,223.25,227.82,"59,09M"
2024-07-09,227.93,229.4,226.37,228.68,"48,17M"
2024-07-10,229.3,233.08,229.25,232.98,"62,63M"
2024-07-11,231.39,232.39,225.77,227.57,"64,71M"
2024-07-12,228.92,232.64,228.68,230.54,"53,05M"
2024-07-15,236.48,237.23,233.09,234.4,"62,63M"
2024-07-16,235,236.27,232.33,234.82,"43,23M"
2024-07-17,229.45,231.46,226.64,228.88,"57,35M"
2024-07-18,230.28,230.44,222.27,224.18,"66,03M"
2024-07-19,224.82,226.8,223.27,224.31,"49,15M"
2024-07-22,227.01,227.78,223.09,223.96,"48,20M"
2024-07-23,224.37,226.94,222.68,225.01,"39,96M"
2024-07-24,224,224.8,217.13,218.54,"61,78M"
2024-07-25,218.93,220.85,214.62,217.49,"51,39M"
2024-07-26,218.7,219.49,216.01,217.96,"41,60M"
2024-07-29,216.96,219.3,215.75,218.24,"36,31M"
2024-07-30,219.19,220.32,216.12,218.8,"41,64M"
2024-07-31,221.44,223.82,220.63,222.08,"50,04M"
2024-08-01,224.37,224.48,217.02,218.36,"62,50M"
2024-08-02,219.15,225.6,217.71,219.86,"105,57M"
2024-08-05,199.09,213.5,196,209.27,"119,55M"
2024-08-06,205.3,209.99,201.07,207.23,"69,66M"
2024-08-07,206.9,213.64,206.39,209.82,"63,52M"
2024-08-08,213.11,214.2,208.83,213.31,"47,16M"
2024-08-09,212.1,216.78,211.97,216.24,"42,20M"
2024-08-12,216.07,219.51,215.6,217.53,"38,03M"
2024-08-13,219.01,221.89,219.01,221.27,"44,16M"
2024-08-14,220.57,223.03,219.7,221.72,"41,96M"
2024-08-15,224.6,225.35,222.76,224.72,"46,41M"
2024-08-16,223.92,226.83,223.65,226.05,"44,34M"
2024-08-19,225.72,225.99,223.04,225.89,"40,69M"
2024-08-20,225.77,227.17,225.45,226.51,"30,30M"
2024-08-21,226.52,227.98,225.05,226.4,"34,77M"
2024-08-22,227.79,228.34,223.9,224.53,"43,70M"
2024-08-23,225.66,228.22,224.33,226.84,"38,68M"
2024-08-26,226.76,227.28,223.89,227.18,"30,60M"
2024-08-27,225.99,228.85,224.89,228.03,"35,93M"
2024-08-28,227.92,229.86,225.68,226.49,"38,05M"
2024-08-29,230.1,232.92,228.88,229.79,"51,91M"
2024-08-30,230.19,230.4,227.48,229,"52,99M"
2024-09-03,228.55,229,221.17,222.77,"50,19M"
2024-09-04,221.66,221.78,217.48,220.85,"43,84M"
2024-09-05,221.63,225.48,221.52,222.38,"36,62M"
2024-09-06,223.95,225.24,219.77,220.82,"48,42M"
2024-09-09,220.82,221.27,216.71,220.91,"67,18M"
2024-09-10,218.92,221.48,216.73,220.11,"51,59M"
2024-09-11,221.46,223.09,217.89,222.66,"44,59M"
2024-09-12,222.5,223.55,219.82,222.77,"37,50M"
2024-09-13,223.58,224.04,221.91,222.5,"36,77M"
2024-09-16,216.54,217.22,213.92,216.32,"59,36M"
2024-09-17,215.75,216.9,214.5,216.79,"45,52M"
2024-09-18,217.55,222.71,217.54,220.69,"59,89M"
2024-09-19,224.99,229.82,224.63,228.87,"66,78M"
2024-09-20,229.97,233.09,227.62,228.2,"318,68M"
2024-09-23,227.34,229.45,225.81,226.47,"54,15M"
2024-09-24,228.65,229.35,225.73,227.37,"43,56M"
2024-09-25,224.93,227.29,224.02,226.37,"42,31M"
2024-09-26,227.3,228.5,225.41,227.52,"36,64M"
2024-09-27,228.46,229.52,227.3,227.79,"34,03M"
2024-09-30,230.04,233,229.65,233,"54,79M"
2024-10-01,229.52,229.65,223.74,226.21,"63,29M"
2024-10-02,225.89,227.37,223.02,226.78,"32,88M"
2024-10-03,225.14,226.8,223.32,225.67,"34,04M"
2024-10-04,227.9,228,224.13,226.8,"37,35M"
2024-10-07,224.5,225.69,221.33,221.69,"39,51M"
2024-10-08,224.3,225.98,223.25,225.77,"31,86M"
2024-10-09,225.23,229.75,224.83,229.54,"33,59M"
2024-10-10,227.78,229.5,227.17,229.04,"28,18M"
2024-10-11,229.3,229.41,227.34,227.55,"31,76M"
2024-10-14,228.7,231.73,228.6,231.3,"39,88M"
2024-10-15,233.61,237.49,232.37,233.85,"64,75M"
2024-10-16,231.6,232.12,229.84,231.78,"34,08M"
2024-10-17,233.43,233.85,230.52,232.15,"32,99M"
2024-10-18,236.18,236.18,234.01,235,"46,43M"
2024-10-21,234.45,236.85,234.45,236.48,"36,25M"
2024-10-22,233.88,236.22,232.6,235.86,"38,85M"
2024-10-23,234.08,235.14,227.76,230.76,"52,29M"
2024-10-24,229.98,230.82,228.41,230.57,"31,11M"
2024-10-25,229.74,233.22,229.57,231.41,"38,80M"
2024-10-28,233.32,234.73,232.55,233.4,"36,09M"
2024-10-29,233.1,234.32,232.32,233.67,"35,42M"
2024-10-30,232.61,233.47,229.55,230.1,"47,07M"
2024-10-31,229.34,229.83,225.37,225.91,"64,37M"
2024-11-01,220.96,225.35,220.27,222.91,"65,28M"
2024-11-04,220.99,222.79,219.71,222.01,"44,94M"
2024-11-05,221.79,223.95,221.14,223.45,"28,11M"
2024-11-06,222.61,226.07,221.19,222.72,"54,56M"
2024-11-07,224.63,227.88,224.57,227.48,"42,14M"
2024-11-08,227.17,228.66,226.4,226.96,"38,33M"
2024-11-11,225,225.7,221.5,224.23,"42,01M"
2024-11-12,224.55,225.59,223.35,224.23,"40,40M"
2024-11-13,224.01,226.65,222.76,225.12,"48,57M"
2024-11-14,225.02,228.87,225,228.22,"44,92M"
2024-11-15,226.4,226.92,224.27,225,"47,92M"
2024-11-18,225.25,229.74,225.17,228.02,"44,69M"
2024-11-19,226.98,230.16,226.66,228.28,"36,21M"
2024-11-20,228.06,229.93,225.89,229,"35,17M"
2024-11-21,228.88,230.15,225.71,228.52,"42,11M"
2024-11-22,228.06,230.72,228.06,229.87,"38,17M"
2024-11-25,231.46,233.24,229.74,232.87,"90,15M"
2024-11-26,233.33,235.57,233.33,235.06,"45,99M"
2024-11-27,234.46,235.69,233.81,234.93,"33,50M"
2024-11-29,234.8,237.81,233.97,237.33,"28,48M"
2024-12-02,237.27,240.79,237.16,239.59,"48,14M"
2024-12-03,239.81,242.76,238.9,242.65,"38,86M"
2024-12-04,242.87,244.11,241.25,243.01,"44,38M"
2024-12-05,243.99,244.54,242.13,243.04,"40,03M"
2024-12-06,242.9,244.63,242.08,242.84,"36,87M"
2024-12-09,241.83,247.24,241.75,246.75,"44,65M"
2024-12-10,246.89,248.21,245.34,247.77,"36,91M"
2024-12-11,247.96,250.8,246.26,246.49,"45,21M"
2024-12-12,246.89,248.74,245.68,247.96,"32,78M"
2024-12-13,247.82,249.29,246.24,248.13,"33,16M"
2024-12-16,247.99,251.38,247.65,251.04,"51,69M"
2024-12-17,250.08,253.83,249.78,253.48,"51,36M"
2024-12-18,252.16,254.28,247.74,248.05,"56,77M"
2024-12-19,247.5,252,247.09,249.79,"60,88M"
2024-12-20,248.04,255,245.69,254.49,"147,50M"
2024-12-23,254.77,255.65,253.45,255.27,"40,86M"
2024-12-24,255.49,258.21,255.29,258.2,"23,23M"
2024-12-26,258.19,260.1,257.63,259.02,"27,26M"
2024-12-27,257.83,258.7,253.06,255.59,"42,36M"
2024-12-30,252.23,253.5,250.75,252.2,"35,56M"
2024-12-31,252.44,253.28,249.43,250.42,"39,48M"
2025-01-02,248.93,249.1,241.82,243.85,"55,74M"
2025-01-03,243.36,244.18,241.89,243.36,"40,24M"
2025-01-06,244.31,247.33,243.2,245,"45,05M"
2025-01-07,242.98,245.55,241.35,242.21,"40,86M"
2025-01-08,241.92,243.71,240.05,242.7,"37,63M"
2025-01-10,240.01,240.16,233,236.85,"61,71M"
2025-01-13,233.53,234.67,229.72,234.4,"49,63M"
2025-01-14,234.75,236.12,232.47,233.28,"39,44M"
2025-01-15,234.63,238.96,234.43,237.87,"39,83M"
2025-01-16,237.35,238.01,228.03,228.26,"71,76M"
2025-01-17,232.12,232.29,228.48,229.98,"68,49M"
2025-01-21,224,224.42,219.38,222.64,"98,07M"
2025-01-22,219.79,224.12,219.79,223.83,"64,13M"
2025-01-23,224.74,227.03,222.3,223.66,"60,23M"
2025-01-24,224.78,225.63,221.41,222.78,"54,70M"
2025-01-27,224.02,232.15,223.98,229.86,"94,86M"
2025-01-28,230.85,240.19,230.81,238.26,"75,71M"
2025-01-29,234.12,239.85,234.01,239.36,"45,49M"
2025-01-30,238.66,240.79,237.21,237.59,"55,66M"
2025-01-31,247.19,247.19,233.44,236,"101,08M"
2025-02-03,229.99,231.83,225.7,228.01,"73,06M"
2025-02-04,227.25,233.13,226.65,232.8,"45,07M"
2025-02-05,228.53,232.67,228.27,232.47,"39,66M"
2025-02-06,231.29,233.8,230.43,233.22,"29,93M"
2025-02-07,232.6,234,227.26,227.63,"39,71M"
2025-02-10,229.57,230.59,227.2,227.65,"33,12M"
2025-02-11,228.2,235.23,228.13,232.62,"53,72M"
2025-02-12,231.2,236.96,230.68,236.87,"45,24M"
2025-02-13,236.91,242.34,235.57,241.53,"53,61M"
2025-02-14,241.25,245.55,240.99,244.6,"40,90M"
2025-02-18,244.15,245.18,241.84,244.47,"48,82M"
2025-02-19,244.66,246.01,243.16,244.87,"32,20M"
2025-02-20,244.94,246.78,244.29,245.83,"32,32M"
2025-02-21,245.95,248.69,245.22,245.55,"53,20M"
2025-02-24,244.93,248.86,244.42,247.1,"51,33M"
2025-02-25,248,250,244.91,247.04,"48,01M"
2025-02-26,244.33,244.98,239.13,240.36,"44,43M"
2025-02-27,239.41,242.46,237.06,237.3,"41,15M"
2025-02-28,236.95,242.09,230.2,241.84,"56,83M"
2025-03-03,241.79,244.03,236.11,238.03,"47,18M"
2025-03-04,237.71,240.07,234.68,235.93,"53,80M"
2025-03-05,235.42,236.55,229.23,235.74,"47,23M"
2025-03-06,234.43,237.86,233.16,235.33,"45,17M"
2025-03-07,235.1,241.37,234.76,239.07,"46,27M"
2025-03-10,235.54,236.16,224.22,227.48,"72,07M"
2025-03-11,223.8,225.84,217.45,220.84,"76,14M"
2025-03-12,220.14,221.75,214.91,216.98,"62,55M"
2025-03-13,215.95,216.84,208.42,209.68,"61,37M"
2025-03-14,211.25,213.95,209.58,213.49,"60,11M"
2025-03-17,213.31,215.22,209.97,214,"48,07M"
2025-03-18,214.16,215.15,211.49,212.69,"42,43M"
2025-03-19,214.22,218.76,213.75,215.24,"54,39M"
2025-03-20,213.99,217.49,212.22,214.1,"48,86M"
2025-03-21,211.56,218.84,211.28,218.27,"94,13M"
2025-03-24,221,221.48,218.58,220.73,"44,30M"
2025-03-25,220.77,224.1,220.08,223.75,"34,49M"
2025-03-26,223.51,225.02,220.47,221.53,"34,53M"
2025-03-27,221.39,224.99,220.56,223.85,"37,09M"
2025-03-28,221.67,223.81,217.68,217.9,"39,82M"
2025-03-31,217.01,225.62,216.23,222.13,"65,30M"
2025-04-01,219.8,223.68,218.9,223.19,"36,41M"
2025-04-02,221.32,225.19,221.02,223.89,"35,91M"
2025-04-03,205.54,207.49,201.25,203.19,"103,42M"
2025-04-04,193.89,199.88,187.34,188.38,"125,91M"
2025-04-07,177.2,194.15,174.62,181.46,"160,47M"
2025-04-08,186.7,190.34,169.21,172.42,"120,86M"
2025-04-09,171.95,200.61,171.89,198.85,"184,40M"
2025-04-10,189.07,194.78,183,190.42,"121,88M"
2025-04-11,186.1,199.54,186.06,198.15,"87,44M"
2025-04-14,211.44,212.94,201.16,202.52,"101,35M"
2025-04-15,201.85,203.51,199.8,202.14,"51,34M"
2025-04-16,198.36,200.7,192.37,194.27,"59,73M"
2025-04-17,197.2,198.83,194.42,196.98,"52,16M"
2025-04-21,193.26,193.8,189.81,193.16,"46,74M"
2025-04-22,196.12,201.59,195.97,199.74,"52,98M"
2025-04-23,206,208,202.8,204.6,"52,93M"
2025-04-24,204.89,208.83,202.94,208.37,"47,31M"
2025-04-25,206.37,209.75,206.2,209.28,"38,22M"
2025-04-28,210,211.5,207.46,210.14,"38,74M"
2025-04-29,208.69,212.24,208.37,211.21,"36,83M"
2025-04-30,209.3,213.58,206.67,212.5,"52,29M"
2025-05-01,209.08,214.56,208.9,213.32,"57,37M"
2025-05-02,206.09,206.99,202.16,205.35,"101,01M"
2025-05-05,203.1,204.1,198.21,198.89,"69,02M"
2025-05-06,198.21,200.65,197.02,198.51,"51,22M"
2025-05-07,199.17,199.44,193.25,196.25,"68,62M"
2025-05-08,197.72,200.05,194.68,197.49,"50,48M"
2025-05-09,199,200.54,197.54,198.53,"36,45M"
2025-05-12,210.97,211.27,206.75,210.79,"63,78M"
2025-05-13,210.43,213.4,209,212.93,"51,91M"
2025-05-14,212.43,213.94,210.58,212.33,"49,33M"
2025-05-15,210.95,212.96,209.54,211.45,"45,03M"
2025-05-16,212.36,212.57,209.77,211.26,"54,74M"
2025-05-19,207.91,209.48,204.26,208.78,"46,14M"
2025-05-20,207.67,208.47,205.03,206.86,"42,50M"
2025-05-21,205.17,207.04,200.71,202.09,"59,21M"
2025-05-22,200.71,202.75,199.7,201.36,"46,74M"
2025-05-23,193.66,197.7,193.46,195.27,"78,43M"
2025-05-27,198.3,200.74,197.43,200.21,"56,29M"
2025-05-28,200.59,202.73,199.9,200.42,"45,34M"
2025-05-29,203.57,203.81,198.51,199.95,"51,48M"
2025-05-30,199.37,201.96,196.78,200.85,"70,82M"
2025-06-02,200.28,202.13,200.12,201.7,"35,42M"
2025-06-03,201.35,203.77,200.96,203.27,"46,38M"
2025-06-04,202.91,206.24,202.1,202.82,"43,60M"
2025-06-05,203.5,204.75,200.15,200.63,"55,22M"
2025-06-06,203,205.7,202.05,203.92,"46,61M"
2025-06-09,204.39,206,200.02,201.45,"72,86M"
2025-06-10,200.6,204.35,200.57,202.67,"54,67M"
2025-06-11,203.5,204.5,198.41,198.78,"60,99M"
2025-06-12,199.08,199.68,197.36,199.2,"43,90M"
2025-06-13,199.73,200.37,195.7,196.45,"51,45M"
2025-06-16,197.3,198.68,196.56,198.42,"43,02M"
2025-06-17,197.2,198.39,195.21,195.64,"38,86M"
2025-06-18,195.94,197.57,195.07,196.58,"45,39M"
2025-06-20,198.24,201.7,196.85,201,"96,81M"
2025-06-23,201.63,202.3,198.96,201.5,"55,81M"
2025-06-24,202.59,203.44,200.2,200.3,"54,06M"
2025-06-25,201.45,203.67,200.62,201.56,"39,53M"
2025-06-26,201.43,202.64,199.46,201,"50,80M"
2025-06-27,201.89,203.22,200,201.08,"73,19M"
2025-06-30,202.01,207.39,199.26,205.17,"91,91M"
2025-07-01,206.66,210.19,206.14,207.82,"78,79M"
2025-07-02,208.91,213.34,208.14,212.44,"67,94M"
2025-07-03,212.15,214.65,211.81,213.55,"34,96M"
2025-07-07,212.68,216.23,208.8,209.95,"50,23M"
2025-07-08,210.1,211.43,208.45,210.01,"42,85M"
2025-07-09,209.53,211.33,207.22,211.14,"48,75M"
2025-07-10,210.51,213.48,210.03,212.41,"44,44M"
2025-07-11,210.57,212.13,209.86,211.16,"39,77M"
2025-07-14,209.93,210.91,207.54,208.62,"38,84M"
2025-07-15,209.22,211.89,208.92,209.11,"42,30M"
2025-07-16,210.29,212.4,208.64,210.16,"47,49M"
2025-07-17,210.57,211.8,209.59,210.02,"48,07M"
2025-07-18,210.87,211.79,209.7,211.18,"48,97M"
2025-07-21,212.1,215.78,211.63,212.48,"51,38M"
2025-07-22,213.14,214.95,212.23,214.4,"46,40M"
2025-07-23,215,215.15,212.41,214.15,"46,99M"
2025-07-24,213.9,215.69,213.53,213.76,"46,02M"
2025-07-25,214.7,215.24,213.4,213.88,"40,27M"
2025-07-28,214.03,214.85,213.06,214.05,"37,86M"
2025-07-29,214.18,214.81,210.82,211.27,"51,41M"
2025-07-30,211.9,212.39,207.72,209.05,"45,51M"
2025-07-31,208.49,209.84,207.16,207.57,"80,70M"
2025-08-01,210.87,213.58,201.5,202.38,"104,43M"
2025-08-04,204.51,207.88,201.68,203.35,"75,11M"
2025-08-05,203.4,205.34,202.16,202.92,"44,16M"
2025-08-06,205.63,215.38,205.59,213.25,"108,48M"
2025-08-07,218.88,220.85,216.58,220.03,"90,22M"
2025-08-08,220.83,231,219.25,229.35,"113,85M"
2025-08-11,227.92,229.56,224.76,227.18,"61,81M"
2025-08-12,228.01,230.8,227.07,229.65,"55,67M"
2025-08-13,231.07,235,230.43,233.33,"69,88M"
2025-08-14,234.05,235.12,230.85,232.78,"51,92M"
2025-08-15,234,234.28,229.34,231.59,"56,04M"
2025-08-18,231.7,233.12,230.11,230.89,"37,48M"
2025-08-19,231.27,232.87,229.35,230.56,"39,40M"
2025-08-20,229.98,230.47,225.77,226.01,"42,26M"
2025-08-21,226.27,226.52,223.78,224.9,"30,62M"
2025-08-22,226.17,229.09,225.41,227.76,"42,48M"
2025-08-25,226.48,229.3,226.23,227.16,"30,98M"
2025-08-26,226.87,229.49,224.69,229.31,"54,58M"
2025-08-27,228.61,230.9,228.26,230.49,"31,26M"
2025-08-28,230.82,233.41,229.34,232.56,"38,07M"
2025-08-29,232.51,233.38,231.37,232.14,"39,42M"
2025-09-02,229.25,230.85,226.97,229.72,"44,08M"
2025-09-03,237.21,238.85,234.36,238.47,"66,43M"
2025-09-04,238.45,239.9,236.74,239.78,"47,55M"
2025-09-05,239.99,241.32,238.49,239.69,"54,87M"
2025-09-08,239.3,240.15,236.34,237.88,"49,00M"
2025-09-09,237,238.78,233.36,234.35,"66,31M"
2025-09-10,232.18,232.42,225.95,226.79,"83,44M"
2025-09-11,226.88,230.45,226.65,230.03,"50,21M"
2025-09-12,229.22,234.51,229.02,234.07,"55,82M"
2025-09-15,237,238.19,235.03,236.7,"42,70M"
2025-09-16,237.18,241.22,236.32,238.15,"63,42M"
2025-09-17,238.97,240.1,237.73,238.99,"46,51M"
2025-09-18,239.97,241.2,236.65,237.88,"44,25M"
2025-09-19,241.23,246.3,240.21,245.5,"163,74M"
2025-09-22,248.3,256.64,248.12,256.08,"105,52M"
2025-09-23,255.88,257.34,253.58,254.43,"60,28M"
2025-09-24,255.22,255.74,251.04,252.31,"42,30M"
2025-09-25,253.21,257.17,251.71,256.87,"55,20M"
2025-09-26,254.1,257.6,253.78,255.46,"46,08M"
2025-09-29,254.56,255,253.01,254.43,"40,13M"
2025-09-30,254.89,255.87,253.86,254.56,"12,00M"
